,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
67,Fe,593.15,83.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,55.7|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
68,Fe,593.15,83.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,38.3|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
69,Fe,593.15,83.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,6.0|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
70,FeNi,593.15,87.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
71,FeNi,593.15,87.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,61.9|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
72,FeNi,593.15,87.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,33.0|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
73,FeNi,593.15,87.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,5.1|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
74,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
75,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,69.9|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
76,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,24.5|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
77,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,5.6|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
78,FeNi,593.15,64.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
79,FeNi,593.15,64.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,64.5|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
80,FeNi,593.15,64.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,29.7|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
81,FeNi,593.15,64.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,5.8|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
82,Ni,593.15,23.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
83,Ni,593.15,23.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,78.5|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
84,Ni,593.15,23.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,18.7|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
85,Ni,593.15,23.7,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,101.0|h−1.,SiO2,"['160.74', 'm2g−1,']",2.0|MPa,2.8|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
86,FeNi,593.15,93.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
87,FeNi,593.15,93.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,33.9|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
88,FeNi,593.15,93.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,31.8|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
89,FeNi,593.15,93.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,10.0|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
90,FeNi,593.15,93.4,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,24.3|CO2,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
91,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
92,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,32.9|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
93,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,31.2|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
94,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,19.8|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
95,FeNi,593.15,95.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",2|Mpa,16.1|CO2,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
96,Fe2O4NiZn,613.15,61.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Fe2O3,"['160.74', 'm2g−1,']",2|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
97,Fe2O4NiZn,613.15,61.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Fe2O3,"['160.74', 'm2g−1,']",2|Mpa,63.5|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
98,Fe2O4NiZn,613.15,61.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Fe2O3,"['160.74', 'm2g−1,']",2|Mpa,20.7|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
99,Fe2O4NiZn,613.15,61.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Fe2O3,"['160.74', 'm2g−1,']",2|Mpa,1.4|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
100,Fe2O4NiZn,613.15,61.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Fe2O3,"['160.74', 'm2g−1,']",2|Mpa,14.4|CO2,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
101,Al2O3MnCoRu,523.15,100.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3,"['160.74', 'm2g−1,']",1|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
102,Al2O3MnCoRu,523.15,100.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3,"['160.74', 'm2g−1,']",1|Mpa,86.0|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
103,Al2O3MnCoRu,523.15,100.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3,"['160.74', 'm2g−1,']",1|Mpa,14.0|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
104,FeCu,573.15,97.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
105,FeCu,573.15,97.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,26.4|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
106,FeCu,573.15,97.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,34.4|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
107,FeCu,573.15,97.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,10.8|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
108,FeCu,573.15,97.5,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,28.4|CO2,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
109,FeZn,573.15,98.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
110,FeZn,573.15,98.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,24.1|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
111,FeZn,573.15,98.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,40.7|C2-C4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
112,FeZn,573.15,98.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,12.9|C5+,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
113,FeZn,573.15,98.2,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,SiO2,"['160.74', 'm2g−1,']",1|Mpa,22.3|CO2,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
114,Al2O3FeNi,573.15,100.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3,"['160.74', 'm2g−1,']",3|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
115,Al2O3FeNi,573.15,100.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3,"['160.74', 'm2g−1,']",3|Mpa,99.0|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
116,TiO2Al2O3TiO2FeNi,573.15,97.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3TiO2,"['160.74', 'm2g−1,']",1|Mpa,,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
117,TiO2Al2O3TiO2FeNi,573.15,97.0,"{'H2/CO': ""'2'""}",Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas ,,Al2O3TiO2,"['160.74', 'm2g−1,']",1|Mpa,90.0|CH4,Hydrophobic SiO2 supported Fe-Ni bimetallic catalyst for the production of high-calorie synthetic natural gas 
0,Al2O3Pd,673.15,81.0,{'hydrogen': '0.2'},Water-gas shift reaction in a plate-type Pd-membrane reactor over a nickel metal catalyst ,,Al2O3,"['2.5', 'mm']",,,Water-gas shift reaction in a plate-type Pd-membrane reactor over a nickel metal catalyst 
1,Al2O3Pd,673.15,81.0,{'hydrogen': '0.2'},Water-gas shift reaction in a plate-type Pd-membrane reactor over a nickel metal catalyst ,,Al2O3,"['2.5', 'mm']",,,Water-gas shift reaction in a plate-type Pd-membrane reactor over a nickel metal catalyst 
0,CeO2Pt,,92.1,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
1,CeO2Pt,,77.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
2,CeO2Pt,,85.3,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
3,CeO2Pt,,92.1,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,92.6-75.1|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
4,CeO2Pt,,92.1,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,90.1|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
5,CeO2Pt,523.15,92.1,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
6,CeO2Pt,523.15,64.7,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
7,CeO2Pt,673.15,86.9,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
8,CeO2Pt,,77.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
9,CeO2Pt,,86.9,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
10,CeO2Pt,,54.1,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
11,CeO2Pt,,77.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,98.2-86.9|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
12,CeO2Pt,,77.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,94.5|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
13,CeO2Pt,,64.7,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
14,CeO2Pt,,78.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
15,CeO2Pt,,59.8,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
16,CeO2Pt,,64.7,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,88.8-69.8|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
17,CeO2Pt,,64.7,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,87.3|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
18,KCeO2Pt,,81.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
19,KCeO2Pt,,75.3,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
20,KCeO2Pt,,65.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
21,KCeO2Pt,,81.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,97.3-87.4|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
22,KCeO2Pt,,81.2,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,97.5|CO2sel.(mol%)250-400-250(°C),Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
23,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
24,CeO2,,106.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
25,CeO2,,78397.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
26,CeO2,,1.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
27,CeO2,,1.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
28,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1.40×106exp|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
